,#Tile,Base,Mean
286,1104,62,-0.018990708774275333
287,1104,63,-0.016187783278013512
288,1104,64,-0.03909871803610088
289,1104,65,-0.09169850744027741
290,1104,66,-0.06387690454287309
291,1104,67,-0.10370201598160378
292,1104,68,-0.09292960922907412
293,1104,69,0.004876629844510205
294,1104,70,-9.69591143295645E-4
295,1104,71,-0.03347120306830931
296,1104,72,-0.05391615606667699
297,1104,73,-0.0036985862073706244
298,1104,74,-0.043520527238392503
299,1104,75,-0.03323310337651009
300,1105,1,0.06799097655457231
301,1105,2,0.07055710818868377
302,1105,3,0.05245313191128531
303,1105,4,0.0719536413644093
304,1105,5,0.11730655570466553
305,1105,6,0.11725007487728334
306,1105,7,0.09753179290467529
307,1105,8,0.11045930584148778
308,1105,9,0.12973412597170153
309,1105,10,0.1201151107823506
310,1105,11,0.11887769642957124
311,1105,12,0.07584794034476516
312,1105,13,0.15587809485622728
313,1105,14,0.11898571125533408
314,1105,15,0.1375761048107904
315,1105,16,0.06341508963093645
316,1105,17,0.12585700647812104
317,1105,18,0.02548276430303531
318,1105,19,0.05494826853835377
319,1105,20,0.07596101321385618
320,1105,21,-0.009307443570705232
321,1105,22,0.16103327336519158
322,1105,23,0.14233767864656954
323,1105,24,0.08851596260507932
324,1105,25,0.08442792006920996
325,1105,26,0.14751227821053448
326,1105,27,0.16177551974689663
327,1105,28,0.13834311529726762
328,1105,29,0.11935026560224316
329,1105,30,0.12390264303125065
330,1105,31,0.07143715429953801
331,1105,32,0.0811996589997932
332,1105,33,0.08081779288136204
333,1105,34,0.1605500132474873
334,1105,35,0.2190009727791633
335,1105,36,0.11493362748853286
336,1105,37,0.14635960549573213
337,1105,38,0.14461966963050088
338,1105,39,0.08132029437187072
339,1105,40,0.1395603219296504
340,1105,41,0.15892224295747326
341,1105,42,0.10095853684215683
342,1105,43,0.09426362840549274
343,1105,44,0.12955004062895625
344,1105,45,0.11827819067850243
345,1105,46,0.08683845681503755
346,1105,47,0.09094313294821177
347,1105,48,0.09203236314389329
348,1105,49,0.129521216366264
349,1105,50,0.12038488638111033
350,1105,51,0.1330983952643905
351,1105,52,0.09469910314849983
352,1105,53,0.18080396853414982
353,1105,54,0.11813487484457141
354,1105,55,0.16257562442262952
355,1105,56,0.05885341022160162
356,1105,57,0.09924337010218665
357,1105,58,0.05143314837188484
358,1105,59,0.02937813848889448
359,1105,60,0.08601918507341111
360,1105,61,0.12997052347316895
361,1105,62,0.06587309925303941
362,1105,63,0.016655626835657245
363,1105,64,0.030133399463316834
364,1105,65,-0.0824215473115899
365,1105,66,-0.006658069766970698
366,1105,67,-0.029675936435339167
367,1105,68,-3.839856520855278E-4
368,1105,69,0.05683621502351599
369,1105,70,0.04564794093766977
370,1105,71,0.024158718780810773
371,1105,72,-0.014838764398000137
372,1105,73,0.04244531786199701
373,1105,74,-0.049836085019407506
374,1105,75,-0.08930766690237135
375,1106,1,0.029407546236882354
376,1106,2,0.02186552450876178
377,1106,3,0.1518882391352676
378,1106,4,0.1537798289612411
379,1106,5,0.16434298818762016
380,1106,6,0.17859654269946645
381,1106,7,0.16883367321258191
382,1106,8,0.16573736011530116
383,1106,9,0.12342143070691947
384,1106,10,0.1311787307493475
385,1106,11,0.09889436711723221
386,1106,12,0.11433996259123091
387,1106,13,0.1967290497538272
388,1106,14,0.12756355390852292
389,1106,15,0.12202862749147414
390,1106,16,0.09268707979037316
391,1106,17,0.13816896810114798
392,1106,18,0.1502952822900241
393,1106,19,0.09520225754156542
394,1106,20,0.09399995793302196
395,1106,21,0.08001528698272864
396,1106,22,0.14208847959161375
397,1106,23,0.09240253930521192
398,1106,24,0.10461814112407097
399,1106,25,0.1548616955601645
400,1106,26,0.09837873290252475
401,1106,27,0.12176975758642072
402,1106,28,0.12000721763182298
403,1106,29,0.095103095598148
404,1106,30,0.13018094488703014
405,1106,31,0.16663648560061972
406,1106,32,0.16130919189177462
407,1106,33,0.1191887237743785
408,1106,34,0.1376904023381016
409,1106,35,0.19347821825149936
410,1106,36,0.09271115448103728
411,1106,37,0.11270098258759731
412,1106,38,0.11853424778269073
413,1106,39,0.12327452534283623
414,1106,40,0.14363968370936675
415,1106,41,0.13918705197541925
416,1106,42,0.08682252962358206
417,1106,43,0.049003116034739946
418,1106,44,0.14482125162594883
419,1106,45,0.026910784604119442
420,1106,46,0.08889998763532247
421,1106,47,0.07242127694836142
422,1106,48,0.05285427457783243
423,1106,49,0.05233894192001287
424,1106,50,-0.039832706302803444
425,1106,51,0.03738216390195248
426,1106,52,0.02755718152804576
427,1106,53,0.041834472200335426
428,1106,54,-0.05753996303855757
429,1106,55,-0.003971063618529058
430,1106,56,0.029587489487283847
431,1106,57,0.007529349274953745
432,1106,58,-0.07114185075563739
433,1106,59,-0.07332993151990053
434,1106,60,0.050674943718675536
435,1106,61,0.03344197542633509
436,1106,62,-5.858855951430542E-4
437,1106,63,-0.0453829956981977
438,1106,64,-0.08221166581587624
439,1106,65,-0.15667919971865274
440,1106,66,-0.048514646216688107
441,1106,67,-0.03196182102622913
442,1106,68,-0.09873777421253038
443,1106,69,-0.02217279832567698
444,1106,70,-0.07402848410012552
445,1106,71,-0.045816916270723596
446,1106,72,-0.08327746927371749
447,1106,73,-0.12170721589539113
448,1106,74,-0.137036925584205
449,1106,75,-0.17507394193938097
450,1107,1,0.03773467679923215
451,1107,2,0.05541222839152482
452,1107,3,-0.02162658364471781
453,1107,4,0.07681576308900162
454,1107,5,0.14126917725444343
455,1107,6,0.067912209363854
456,1107,7,0.13250183501350676
457,1107,8,0.09952038042544586
458,1107,9,0.1008026862856326
459,1107,10,0.13142302103170778
460,1107,11,0.09451558331424792
461,1107,12,0.14412583455872152
462,1107,13,0.16635559813329337
463,1107,14,0.09280340030781531
464,1107,15,0.09592252455341566
465,1107,16,0.09832600709251693
466,1107,17,0.12159164970579184
467,1107,18,0.10792454742750834
468,1107,19,0.08669338671737847
469,1107,20,0.08742888499495649
470,1107,21,0.06507324119935731
471,1107,22,0.04969899722166815
472,1107,23,0.06921665295694623
473,1107,24,0.06715994520219937
474,1107,25,0.0659543817415198
475,1107,26,0.1301801567904306
476,1107,27,0.1353373971137728
477,1107,28,0.14263255191730195
478,1107,29,0.10712682579057997
479,1107,30,0.11959004683767915
480,1107,31,0.09192137692314617
481,1107,32,0.09386009451625199
482,1107,33,-0.013213264622685017
483,1107,34,0.09756504538380995
484,1107,35,0.09663633410870887
485,1107,36,0.020513222799593223
486,1107,37,0.09084159971068573
487,1107,38,0.06713594780062238
488,1107,39,0.08529186054333593
489,1107,40,0.13789414934654332
490,1107,41,0.054738089499231535
491,1107,42,0.10219673050809774
492,1107,43,0.06028576290599119
493,1107,44,0.1074482387464002
494,1107,45,0.006556197414376186
495,1107,46,0.02667191995212903
496,1107,47,0.0854515104657878
497,1107,48,0.1292007186521147
498,1107,49,0.150984611484418
499,1107,50,0.09890815876143222
500,1107,51,0.17033103148727946
501,1107,52,0.1789352824031596
502,1107,53,0.13769793848639722
503,1107,54,0.070793140159914
504,1107,55,0.09124852879141088
505,1107,56,0.08924766168436804
506,1107,57,0.15917535179254827
507,1107,58,0.17295141177039852
508,1107,59,0.0752682170503931
509,1107,60,0.13129143287128642
510,1107,61,0.1314638071651899
511,1107,62,0.06958550973323696
512,1107,63,0.09128264676225939
513,1107,64,0.059103211337443895
514,1107,65,0.11418039298399663
515,1107,66,0.06172857584749636
516,1107,67,-0.005773112132153813
517,1107,68,-0.03821008238623591
518,1107,69,-0.0015365729871632539
519,1107,70,-0.01421570703351449
520,1107,71,0.032004309184713975
521,1107,72,0.006043315770398294
522,1107,73,0.0265502919762568
523,1107,74,0.04073592780233071
524,1107,75,0.01593614703531898
525,1108,1,0.05845158889644253
526,1108,2,0.02387385047316215
527,1108,3,0.12786609254803238
528,1108,4,0.11224972935129074
529,1108,5,0.1337523147648625
530,1108,6,0.0660138259950287
531,1108,7,0.15512515697950846
532,1108,8,0.0853328508784088
533,1108,9,0.15106560927041812
534,1108,10,0.11540427248193907
535,1108,11,0.10776850389837023
536,1108,12,0.10661611069413368
537,1108,13,0.15055703706547519
538,1108,14,0.10599228603417288
539,1108,15,0.11152690651852737
540,1108,16,0.02254085331074407
541,1108,17,0.11128612761749679
542,1108,18,0.031787231451701814
543,1108,19,0.06145313446168643
544,1108,20,0.06381058014254393
545,1108,21,0.11843506237480739
546,1108,22,0.09948205832681367
547,1108,23,0.10097093545782343
548,1108,24,0.1424172316275758
549,1108,25,0.11749537624376671
550,1108,26,0.10989283761524149
551,1108,27,0.09810255036530435
552,1108,28,0.16495011501522328
553,1108,29,0.14003282640234715
554,1108,30,0.14435945570878772
555,1108,31,0.15371567205778547
556,1108,32,0.15506406203211753
557,1108,33,0.13146846369178178
558,1108,34,0.15171209365812643
559,1108,35,0.1850971578704872
560,1108,36,0.1570417159001991
561,1108,37,0.13587752341547343
562,1108,38,0.1278391546196147
563,1108,39,0.15654074280204355
564,1108,40,0.22560149378887218
565,1108,41,0.058105778994850255
566,1108,42,0.09388289443808162
567,1108,43,0.14232329641805563
568,1108,44,0.14347232005709287
569,1108,45,-0.0011906701593815683
570,1108,46,0.07477672612308339
571,1108,47,0.1741865263946849
572,1108,48,0.11381257980752224
573,1108,49,0.12559205649024818
574,1108,50,0.11391684373750621
575,1108,51,0.10058903307419342
576,1108,52,0.11048193678850282
577,1108,53,0.11770961135562885
578,1108,54,0.06547953026083775
579,1108,55,0.15238498553020463
580,1108,56,0.1070529697753102
581,1108,57,0.12528308761630313
582,1108,58,0.06179326399607987
583,1108,59,0.020128000610846186
584,1108,60,0.09124435089472627
585,1108,61,0.10838358092023981
586,1108,62,0.03334970832726469
587,1108,63,0.012754559631709128
588,1108,64,-0.003062133262858424
589,1108,65,-0.047928268150734255
590,1108,66,0.037642710641875965
591,1108,67,0.028797393259630155
592,1108,68,0.027387643961013453
593,1108,69,0.08889535289474537
594,1108,70,0.09022811408984666
595,1108,71,0.016666789645213953
596,1108,72,-0.0285975582890714
597,1108,73,-0.0043155132699510546
598,1108,74,0.024715628276105406
599,1108,75,0.00402029805767512
600,1109,1,0.06001764082495953
601,1109,2,0.054685819387081835
602,1109,3,0.1271860789648258
603,1109,4,0.12492616690002478
604,1109,5,0.09187805336043908
605,1109,6,0.14819858517750362
606,1109,7,0.105384988839333
607,1109,8,0.1228613278773949
608,1109,9,0.15012960449043078
609,1109,10,0.08405367602919966
610,1109,11,0.10982701396118699
611,1109,12,0.13116851443238886
612,1109,13,0.1676096158685425
613,1109,14,0.16735355392576423
614,1109,15,0.18811376114969391
615,1109,16,0.18863501457790477
616,1109,17,0.21731528597783978
617,1109,18,0.1497066792215591
618,1109,19,0.1179547738847262
619,1109,20,0.13862995020127755
620,1109,21,0.09657065734703707
621,1109,22,0.0951158576121145
622,1109,23,0.1500061126151664
623,1109,24,0.14991564867517582
624,1109,25,0.12590074439114574
625,1109,26,0.1667980443306618
626,1109,27,0.13230585674082107
627,1109,28,0.17576610086901923
628,1109,29,0.1603983508655844
629,1109,30,0.09646292218207009
630,1109,31,0.13679079602800925
631,1109,32,0.14577464519874184
632,1109,33,0.07811005935821669
633,1109,34,0.1294468207588011
634,1109,35,0.18048855226814453
635,1109,36,0.16270009368363958
636,1109,37,0.15589100229077246
637,1109,38,0.1386648676967397
638,1109,39,0.13116746303074933
639,1109,40,0.19394328747295475
640,1109,41,0.13848745693194786
641,1109,42,0.10560892253878507
642,1109,43,0.1686544517079227
643,1109,44,0.19251061938938818
644,1109,45,0.114377566554694
645,1109,46,0.12907485857570578
646,1109,47,0.1423458842210863
647,1109,48,0.058604878282331185
648,1109,49,0.05210908203023479
649,1109,50,0.10995363630041766
650,1109,51,0.09739982638258482
651,1109,52,0.10134789954886969
652,1109,53,0.15585141150513238
653,1109,54,0.09551655595907249
654,1109,55,0.2145459917486221
655,1109,56,0.07251612203135238
656,1109,57,0.08320514017212588
657,1109,58,0.04282653984584073
658,1109,59,0.06562363977600683
659,1109,60,0.09772502811269845
660,1109,61,0.05447739583929945
661,1109,62,2.2116704638364126E-4
662,1109,63,0.05654800840497387
663,1109,64,-0.0022320225732244126
664,1109,65,0.021246135902181607
665,1109,66,0.024604430469260308
666,1109,67,-0.0323439804318042
667,1109,68,-0.006161595850471713
668,1109,69,-0.05036913288682143
669,1109,70,-0.03171320309991188
670,1109,71,-0.022864746813731074
671,1109,72,0.06961514005411829
672,1109,73,-0.02201141525242889
673,1109,74,-0.05988773052092
674,1109,75,-0.10281518040700632
675,1110,1,0.06240510752081718
676,1110,2,0.05753027614852613
677,1110,3,0.16851627198044383
678,1110,4,0.16573710892542692
679,1110,5,0.1779598843741539
680,1110,6,0.19528967121093643
681,1110,7,0.21167642035572243
682,1110,8,0.18113436423909945
683,1110,9,0.1555202467494965
684,1110,10,0.10623508637740997
685,1110,11,0.14035618192796306
686,1110,12,0.1609352630808587
687,1110,13,0.1623993153572343
688,1110,14,0.1782987459147023
689,1110,15,0.142225891538601
690,1110,16,0.08195757541598425
691,1110,17,0.10667604466910063
692,1110,18,0.052529705468586485
693,1110,19,0.09096307472318443
694,1110,20,0.07847991999534543
695,1110,21,0.09297806775960282
696,1110,22,0.11938734718091126
697,1110,23,0.13606096829183656
698,1110,24,0.07357328308236077
699,1110,25,0.09705220083316135
700,1110,26,0.1896379694837833
701,1110,27,0.09353069564358663
702,1110,28,0.13720877851833535
703,1110,29,0.13622384913668384
704,1110,30,0.16845193471177566
705,1110,31,0.1681630160212748
706,1110,32,0.17570508095281667
707,1110,33,0.1621505405671968
708,1110,34,0.12995726024527698
709,1110,35,0.2050852123963054
710,1110,36,0.17713819337811287
711,1110,37,0.17084742340681203
712,1110,38,0.15825119009825528
713,1110,39,0.1907022119088282
714,1110,40,0.20644405050681058
715,1110,41,0.16186194224830075
716,1110,42,0.1764662434439046
717,1110,43,0.18725269308044545
718,1110,44,0.16283003275305674
719,1110,45,0.11845558573175907
720,1110,46,0.11426711800643119
721,1110,47,0.07595105999720175
722,1110,48,0.053619512431772876
723,1110,49,0.16680918894847707
724,1110,50,0.14170002551789906
725,1110,51,0.18264813383634504
726,1110,52,0.17588038568772646
727,1110,53,0.22275987361443583
728,1110,54,0.11786132364105129
729,1110,55,0.18756297606174854
730,1110,56,0.13976429026707393
731,1110,57,0.13052988934513365
732,1110,58,0.10727812022542338
733,1110,59,0.048662409903620585
734,1110,60,0.18225920338174717
735,1110,61,0.2123491107268478
736,1110,62,0.15616141133251915
737,1110,63,0.16170310355730066
738,1110,64,0.10335486264408189
739,1110,65,0.10418415025556982
740,1110,66,0.056798200588687564
741,1110,67,0.07245738203958751
742,1110,68,0.06392291365553149
743,1110,69,0.0648230378546728
744,1110,70,0.01687036590842439
745,1110,71,0.04162103905364489
746,1110,72,0.03853853763122572
747,1110,73,0.04783648489352288
748,1110,74,0.07450152941991917
749,1110,75,0.0701303978262402
750,1111,1,0.07711372492125079
751,1111,2,0.03556209142440636
752,1111,3,0.0922078135600799
753,1111,4,0.15649836657884464
754,1111,5,0.16848724224399092
755,1111,6,0.12801482921442897
756,1111,7,0.1671921810435819
757,1111,8,0.09625868317048969
758,1111,9,0.13770731261789138
759,1111,10,0.15383222672224406
760,1111,11,0.13492025524423923
761,1111,12,0.15642392848278774
762,1111,13,0.19943028721801426
763,1111,14,0.16088442846029238
764,1111,15,0.1454719539314553
765,1111,16,0.13486893678989276
766,1111,17,0.14000117057268824
767,1111,18,0.15021406171864982
768,1111,19,0.13492489797140195
769,1111,20,0.1277820761026902
770,1111,21,0.06267434679690354
771,1111,22,0.14434909020928188
772,1111,23,0.10013438028130395
773,1111,24,0.1288989867363597
774,1111,25,0.17086478106422476
775,1111,26,0.19416731017772548
776,1111,27,0.17990204917737174
777,1111,28,0.13382790969011182
778,1111,29,0.15732555779554502
779,1111,30,0.16849569371220952
780,1111,31,0.11750253627307927
781,1111,32,0.16595463048636105
782,1111,33,0.16820354991523345
783,1111,34,0.21064885703961522
784,1111,35,0.14603120003096137
785,1111,36,0.1151247505413906
786,1111,37,0.13708922397811563
787,1111,38,0.18851928770516935
788,1111,39,0.13803931671166225
789,1111,40,0.18964520055196488
790,1111,41,0.13475146180917363
791,1111,42,0.17962284365611225
792,1111,43,0.1507285539348402
793,1111,44,0.18614921305574939
794,1111,45,0.08151557157454192
795,1111,46,0.07500132643602342
796,1111,47,0.10948205958497681
797,1111,48,0.0677510374505843
798,1111,49,0.11827429591635052
799,1111,50,0.08482606681311466
800,1111,51,0.040564454065126654
801,1111,52,0.13136127078125526
802,1111,53,0.13189982769949182
803,1111,54,0.10010629615663191
804,1111,55,0.1638957576667721
805,1111,56,0.06390457845194675
806,1111,57,0.09742735707190064
807,1111,58,0.0444329871863971
808,1111,59,0.04470091925969655
809,1111,60,0.06787643649566633
810,1111,61,0.06729272024078625
811,1111,62,0.04030190530134803
812,1111,63,0.09745086292001304
813,1111,64,0.013780517777334467
814,1111,65,0.052838391998236034
815,1111,66,0.024038322525250067
816,1111,67,-0.050910994984846525
817,1111,68,0.003302909337655535
818,1111,69,0.10096100307371358
819,1111,70,0.049342086617009784
820,1111,71,0.023316466719663254
821,1111,72,0.09490216409722052
822,1111,73,0.06977164847172901
823,1111,74,0.06268785554286183
824,1111,75,0.10011362822871206
825,1112,1,0.10514574894958173
826,1112,2,0.07924415639725524
827,1112,3,0.20991778269100791
828,1112,4,0.17858052499458665
829,1112,5,0.17250123082731506
830,1112,6,0.17179666026235907
831,1112,7,0.19332215547288456
832,1112,8,0.13800676242155419
833,1112,9,0.1656292669677768
834,1112,10,0.11303712036472291
835,1112,11,0.13720551150048976
836,1112,12,0.14796324414187012
837,1112,13,0.1753537095758375
838,1112,14,0.12149239462782901
839,1112,15,0.14890176511489273
840,1112,16,0.13636538532615106
841,1112,17,0.17645583511063023
842,1112,18,0.0659212857689937
843,1112,19,0.12425751682902586
844,1112,20,0.09016631913330997
845,1112,21,0.16282257009397938
846,1112,22,0.1765947580086049
847,1112,23,0.18356380354953217
848,1112,24,0.16877027693713842
849,1112,25,0.15904394212610384
850,1112,26,0.2096755566931776
851,1112,27,0.25277228387083284
852,1112,28,0.2747291762878419
853,1112,29,0.20319600117640846
854,1112,30,0.2532876249824909
855,1112,31,0.22964341724637194
856,1112,32,0.15514533818702603
857,1112,33,0.15525020268477618
858,1112,34,0.1760479703814184
859,1112,35,0.27110747737641816
860,1112,36,0.16705332150823438
861,1112,37,0.1838010326051034
862,1112,38,0.2190917919679265
863,1112,39,0.2394240291998173
